adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000950170-23-006232	1528115	ANNEXON, INC.	2834	US	CA	BRISBANE	94005	1400 SIERRA POINT PARKWAY	BLDG C, SUITE 200	(650)-822-5500	US	CA	BRISBANE	94005	1400 SIERRA POINT PARKWAY	BLDG C, SUITE 200	US	DE	275414423			4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:06:00.0	0	1	annx-20221231_htm.xml	1	
0000950170-23-006233	1564824	ALLAKOS INC.	2834	US	CA	SAN CARLOS	94070	825 INDUSTRIAL ROAD	SUITE 500	650-597-5002	US	CA	SAN CARLOS	94070	825 INDUSTRIAL ROAD	SUITE 500	US	DE	454798831			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:06:00.0	0	0	allk-20230306_htm.xml	1	
0000950170-23-006234	1111485	RXSIGHT, INC.	3851	US	CA	ALISO VIEJO	92656	100 COLUMBIA STREET	SUITE 120	949-521-7822	US	CA	ALISO VIEJO	92656	100 COLUMBIA STREET	SUITE 120	US	DE	943268801	CALHOUN VISION INC	20000410	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:06:00.0	0	0	rxst-20230306_htm.xml	1	
0000950170-23-006237	1111485	RXSIGHT, INC.	3851	US	CA	ALISO VIEJO	92656	100 COLUMBIA STREET	SUITE 120	949-521-7822	US	CA	ALISO VIEJO	92656	100 COLUMBIA STREET	SUITE 120	US	DE	943268801	CALHOUN VISION INC	20000410	4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:09:00.0	0	1	rxst-20221231_htm.xml	1	
0000950170-23-006239	884624	ORTHOFIX MEDICAL INC.	3841	US	TX	LEWISVILLE	75056	3451 PLANO PARKWAY		214-937-2000	US	TX	LEWISVILLE	75056	3451 PLANO PARKWAY				000000000	ORTHOFIX INTERNATIONAL N V	19970708	2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 16:10:00.0	0	0	ofix-20230306_htm.xml	1	
0000950170-23-006240	1528115	ANNEXON, INC.	2834	US	CA	BRISBANE	94005	1400 SIERRA POINT PARKWAY	BLDG C, SUITE 200	(650)-822-5500	US	CA	BRISBANE	94005	1400 SIERRA POINT PARKWAY	BLDG C, SUITE 200	US	DE	275414423			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:10:00.0	0	0	annx-20230306_htm.xml	1	
0000950170-23-006241	1089872	GAIA, INC	7812	US	CO	LOUISVILLE	80027-2452	833 WEST BOULDER ROAD	BLDG G	3032223330	US	CO	LOUISVILLE	80027-2452	833 WEST BOULDER ROAD	BLDG G	US	CO	841113527	GAIAM, INC	20080519	4-NON	0	1231	8-K	20221231			20230306	2023-03-06 16:11:00.0	0	0	gaia-20221231_htm.xml	1	
0000950170-23-006242	884624	ORTHOFIX MEDICAL INC.	3841	US	TX	LEWISVILLE	75056	3451 PLANO PARKWAY		214-937-2000	US	TX	LEWISVILLE	75056	3451 PLANO PARKWAY				000000000	ORTHOFIX INTERNATIONAL N V	19970708	2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:12:00.0	0	1	ofix-20221231_htm.xml	1	
0000950170-23-006243	1528985	INLAND REAL ESTATE INCOME TRUST, INC.	6798	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		6302188000	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		US	MD	453079597	INLAND MONTHLY INCOME TRUST, INC.	20120130	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:12:00.0	0	0	ireit-20230306_htm.xml	1	
0000950170-23-006247	105319	WW INTERNATIONAL, INC.	7200	US	NY	NEW YORK	10010	675 AVENUE OF THE AMERICAS	6TH FLOOR	2125892700	US	NY	NEW YORK	10010	675 AVENUE OF THE AMERICAS	6TH FLOOR	US	VA	116040273	WEIGHT WATCHERS INTERNATIONAL INC	19991123	2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:17:00.0	0	1	ww-20221231_htm.xml	1	
0000950170-23-006248	1564824	ALLAKOS INC.	2834	US	CA	SAN CARLOS	94070	825 INDUSTRIAL ROAD	SUITE 500	650-597-5002	US	CA	SAN CARLOS	94070	825 INDUSTRIAL ROAD	SUITE 500	US	DE	454798831			4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:17:00.0	0	1	allk-20221231_htm.xml	1	
0000950170-23-006251	1850270	PROKIDNEY CORP.	2836	US	NC	WINSTON-SALEM	27103	2000 FRONTIS PLAZA BLVD.	SUITE 250	336-999-7028	US	NC	WINSTON-SALEM	27103	2000 FRONTIS PLAZA BLVD.	SUITE 250	KY		981586514	SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. III	20210310	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:21:00.0	0	0	prok-20230306_htm.xml	1	
0000950170-23-006252	1690334	SEACOR MARINE HOLDINGS INC.	4412	US	TX	HOUSTON	77079	12121 WICKCHESTER LANE	SUITE 500	9858765400	US	TX	HOUSTON	77079	12121 WICKCHESTER LANE	SUITE 500	US	DE	472564547			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 16:21:00.0	0	0	smhi-20230306_htm.xml	1	
0000950170-23-006256	25475	CRAWFORD & CO	6411	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		4043001000	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		US	GA	580506554			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 16:26:00.0	0	0	crda-20230306_htm.xml	1	
0000950170-23-006257	1690334	SEACOR MARINE HOLDINGS INC.	4412	US	TX	HOUSTON	77079	12121 WICKCHESTER LANE	SUITE 500	9858765400	US	TX	HOUSTON	77079	12121 WICKCHESTER LANE	SUITE 500	US	DE	472564547			2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:27:00.0	0	1	smhi-20221231_htm.xml	1	
0000950170-23-006261	1809104	ALIGHT, INC. / DELAWARE	7389	US	IL	LINCOLNSHIRE	60069	4 OVERLOOK POINT		(702) 323-7330	US	IL	LINCOLNSHIRE	60069	4 OVERLOOK POINT		US	DE	850545098	ALIGHT GROUP, INC.	20210707	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:31:00.0	0	0	alit-20230301_htm.xml	1	
0000950170-23-006263	1059142	GREYSTONE HOUSING IMPACT INVESTORS LP	6199	US	NE	OMAHA	68154	14301 FNB PARKWAY	SUITE 211	(402) 952-1235	US	NE	OMAHA	68154	14301 FNB PARKWAY	SUITE 211	US	DE	470810385	AMERICA FIRST MULTIFAMILY INVESTORS, L.P.	20131113	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:31:00.0	0	0	ghi-20230306_htm.xml	1	
0000950170-23-006264	1739410	RALLYBIO CORP	2834	US	CT	NEW HAVEN	06510	234 CHURCH STREET	SUITE 1020	203- 859-3820	US	CT	NEW HAVEN	06510	234 CHURCH STREET	SUITE 1020			851083789	RALLYBIO HOLDINGS, LLC	20180502	4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:32:00.0	0	1	rlyb-20221231_htm.xml	1	
0000950170-23-006265	1816613	MARKFORGED HOLDING CORP	3577	US	MA	WATERTOWN	02472	480 PLEASANT STREET		(866) 496-1805	US	MA	WATERTOWN	02472	480 PLEASANT STREET		US	DE	000000000	ONE	20200701	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:31:00.0	0	0	mkfg-20230306_htm.xml	1	
0000950170-23-006266	1845337	DAY ONE BIOPHARMACEUTICALS, INC.	2834	US	CA	BRISBANE	94005	2000 SIERRA POINT PARKWAY, SUITE 501		650 484-0899	US	CA	BRISBANE	94005	2000 SIERRA POINT PARKWAY, SUITE 501		US	DE	832415215	DAY ONE BIOPHARMACEUTICALS HOLDING CO LLC	20210209	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:32:00.0	0	0	dawn-20230306_htm.xml	1	
0000950170-23-006267	25475	CRAWFORD & CO	6411	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		4043001000	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		US	GA	580506554			2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:34:00.0	0	1	crda-20221231_htm.xml	1	
0000950170-23-006269	1845337	DAY ONE BIOPHARMACEUTICALS, INC.	2834	US	CA	BRISBANE	94005	2000 SIERRA POINT PARKWAY, SUITE 501		650 484-0899	US	CA	BRISBANE	94005	2000 SIERRA POINT PARKWAY, SUITE 501		US	DE	832415215	DAY ONE BIOPHARMACEUTICALS HOLDING CO LLC	20210209	4-NON	1	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:36:00.0	0	1	dawn-20221231_htm.xml	1	
0000950170-23-006270	78749	AGILYSYS INC	7373	US	GA	ALPHARETTA	30005	1000 WINDWARD CONCOURSE	SUITE 250	7708107800	US	GA	ALPHARETTA	30005	1000 WINDWARD CONCOURSE	SUITE 250	US	DE	340907152	PIONEER STANDARD ELECTRONICS INC	19920703	1-LAF	0	0331	8-K	20230228			20230306	2023-03-06 16:37:00.0	0	0	agys-20230306_htm.xml	1	
0000950170-23-006277	1089872	GAIA, INC	7812	US	CO	LOUISVILLE	80027-2452	833 WEST BOULDER ROAD	BLDG G	3032223330	US	CO	LOUISVILLE	80027-2452	833 WEST BOULDER ROAD	BLDG G	US	CO	841113527	GAIAM, INC	20080519	4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:46:00.0	0	1	gaia-20221231_htm.xml	1	
0000950170-23-006279	1768446	ELIEM THERAPEUTICS, INC.	2834	US	WA	REDMOND	98053	23515 NE NOVELTY HILL ROAD	SUITE B221 #125	425-276-2300	US	WA	REDMOND	98053	23515 NE NOVELTY HILL ROAD	SUITE B221 #125	US	DE	832273741			4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:49:00.0	0	1	elym-20221231_htm.xml	1	
0000950170-23-006282	1768446	ELIEM THERAPEUTICS, INC.	2834	US	WA	REDMOND	98053	23515 NE NOVELTY HILL ROAD	SUITE B221 #125	425-276-2300	US	WA	REDMOND	98053	23515 NE NOVELTY HILL ROAD	SUITE B221 #125	US	DE	832273741			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:53:00.0	0	0	elym-20230306_htm.xml	1	
0000950170-23-006286	1227500	EQUITY BANCSHARES INC	6022	US	KS	WICHITA	67207	7701 E. KELLOGG DRIVE, SUITE 300		316-612-6000	US	KS	WICHITA	67207	7701 E. KELLOGG DRIVE, SUITE 300		US	KS	000000000			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 17:08:00.0	0	0	eqbk-20230306_htm.xml	1	
0001013462-23-000018	1013462	ANSYS INC	7372	US	PA	CANONSBURG	15317	2600 ANSYS DRIVE, SOUTHPOINTE		8444626797	US	PA	CANONSBURG	15317	2600 ANSYS DRIVE, SOUTHPOINTE		US	DE	043219960			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:31:00.0	0	0	anss-20230301_htm.xml	1	
0001016281-23-000048	1016281	CARRIAGE SERVICES INC	7200	US	TX	HOUSTON	77056	3040 POST OAK BOULEVARD	SUITE 300	713-332-8400	US	TX	HOUSTON	77056	3040 POST OAK BOULEVARD	SUITE 300	US	DE	760423828			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 17:08:00.0	0	0	csv-20230306_htm.xml	1	
0001021771-23-000024	33992	KINGSTONE COMPANIES, INC.	6331	US	NY	KINGSTON	12401	15 JOYS LANE		516 374-7600	US	NY	KINGSTON	12401	15 JOYS LANE		US	DE	362476480	DCAP GROUP INC	20050210	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 17:27:00.0	0	0	form8k_htm.xml	1	
0001037390-23-000020	1037390	INDUS REALTY TRUST, INC.	6500	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	26TH FLOOR	2122187910	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	26TH FLOOR	US	MD	060868486	GRIFFIN INDUSTRIAL REALTY, INC.	20150515	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 08:37:00.0	0	0	indt-20230306x8k_htm.xml	1	
0001049606-23-000008	1049606	COMPX INTERNATIONAL INC	3420	US	TX	DALLAS	75240-2620	5430 LBJ FREEWAY	SUITE 1700	9724481400	US	TX	DALLAS	75240-2620	5430 LBJ FREEWAY	SUITE 1700	US	DE	570981653			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:18:00.0	0	0	cik-20230301x8k_htm.xml	1	
0001058290-23-000092	1058290	COGNIZANT TECHNOLOGY SOLUTIONS CORP	7371	US	NJ	TEANECK	07666	300 FRANK W. BURR BLVD., STE. 36, 6 FL.		2018010233	US	NJ	TEANECK	07666	300 FRANK W. BURR BLVD., STE. 36, 6 FL.				133728359			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:57:00.0	0	0	ctsh-20230306_htm.xml	1	
0001072613-23-000245	1065078	NETWORK-1 TECHNOLOGIES, INC.	6794	US	CT	NEW CANAAN	06840	65 LOCUST AVENUE		2039201055	US	CT	NEW CANAAN	06840	65 LOCUST AVENUE		US	DE	113027591	NETWORK 1 TECHNOLOGIES INC	20131015	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:10:00.0	0	0	form8k_htm.xml	1	
0001084991-23-000019	1084991	NATURAL GAS SERVICES GROUP INC	1389	US	TX	MIDLAND	79705	404 VETERANS AIRPARK LANE	SUITE 300	(432) 262-2700	US	TX	MIDLAND	79705	404 VETERANS AIRPARK LANE	SUITE 300			752811855			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 17:28:00.0	1	0	ngs-20230228_htm.xml	1	
0001091818-23-000028	1444839	BRAVO MULTINATIONAL INC.	7990	US	VA	VIRGINIA BEACH	23454	2020 GENERAL BOOTH BLVD  UNIT 230		757-306-6090	US	VA	VIRGINIA BEACH	23454	2020 GENERAL BOOTH BLVD  UNIT 230		US	WY	854068651	GOLDLAND HOLDINGS CORP.	20101019	4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 10:58:00.0	0	1	brvo10k2023_htm.xml	1	
0001102993-23-000011	1102993	LIVEPERSON INC	7372	US	NY	NEW YORK	10018	475 10TH AVENUE	5TH FLOOR	2126094200	US	NY	NEW YORK	10018	475 10TH AVENUE	5TH FLOOR	US	DE	133861628			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 07:58:00.0	1	0	lpsn-20230306_htm.xml	1	
0001104485-23-000043	1104485	NORTHERN OIL & GAS, INC.	1311	US	MN	MINNETONKA	55343	4350 BAKER ROAD	SUITE 400	952-476-9800	US	MN	MINNETONKA	55343	4350 BAKER ROAD	SUITE 400			953848122	KENTEX PETROLEUM INC	20000128	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 06:31:00.0	0	0	nog-20230306_htm.xml	1	
0001104659-23-028529	1884516	ROC ENERGY ACQUISITION CORP.	3533	US	TX	DALLAS	75248	16400 DALLAS PARKWAY		8325940178	US	TX	DALLAS	75248	16400 DALLAS PARKWAY		US	DE	872488708			4-NON	0	1231	8-K	20230228			20230306	2023-03-03 17:47:00.0	0	0	tm238505d2_8k_htm.xml	1	
0001104659-23-028533	1320414	SELECT MEDICAL HOLDINGS CORP	8060	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORP	4714 GETTYSBURG RD	717-972-1100	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORP	4714 GETTYSBURG RD			000000000			1-LAF	0		DEF 14A				20230306	2023-03-03 18:08:00.0	0	0	tm231842d2_def14a_htm.xml	1	
0001104659-23-028678	1631569	COMMUNITY HEALTHCARE TRUST INC	6798	US	TN	FRANKLIN	37067	3326 ASPEN GROVE DRIVE	SUITE 150	615-771-3052	US	TN	FRANKLIN	37067	3326 ASPEN GROVE DRIVE	SUITE 150	US	MD	465212033			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 06:02:00.0	0	0	tm238577d1_8k_htm.xml	1	
0001104659-23-028684	924901	VERIS RESIDENTIAL, INC.	6798	US	NJ	JERSEY CITY	07311	HARBORSIDE 3	210 HUDSON ST., STE. 400	7325901000	US	NJ	JERSEY CITY	07311	HARBORSIDE 3	210 HUDSON ST., STE. 400	US	MD	223305147	MACK CALI REALTY CORP	19971224	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 06:03:00.0	0	0	tm238574d1_8k_htm.xml	2	1067063
0001104659-23-028685	1598655	GASLOG PARTNERS LP	4400	GB		LONDON	SW3 4NX	C/O GASLOG SERVICES UK LTD	81 KINGS ROAD	44 0 203 388 3109	GB		LONDON	SW3 4NX	C/O GASLOG SERVICES UK LTD	81 KINGS ROAD	MH		000000000			2-ACC	0	1231	20-F	20221231	2022	FY	20230306	2023-03-06 06:04:00.0	0	1	glop-20221231x20f_htm.xml	1	
0001104659-23-028690	1434868	ESPERION THERAPEUTICS, INC.	2834	US	MI	ANN ARBOR	48108	3891 RANCHERO DRIVE, SUITE 150		734-887-3903	US	MI	ANN ARBOR	48108	3891 RANCHERO DRIVE, SUITE 150		US	DE	000000000	HDL THERAPEUTICS INC	20080513	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 06:04:00.0	0	0	tm238559d1_8k_htm.xml	1	
0001104659-23-028700	921114	ARMATA PHARMACEUTICALS, INC.	2836	US	CA	MARINA DEL REY	90292	4503 GLENCOE AVENUE		310-665-2928	US	CA	MARINA DEL REY	90292	4503 GLENCOE AVENUE		US	WA	911549568	AMPLIPHI BIOSCIENCES CORP	20130222	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 06:11:00.0	0	0	tm238594d1_8k_htm.xml	1	
0001104659-23-028734	1621227	ADAPTIMMUNE THERAPEUTICS PLC	2836	GB		ABINGDON, OXFORDSHIRE	OX14 4RX	60 JUBILEE AVENUE	MILTON PARK	44 1235 430000	GB		ABINGDON, OXFORDSHIRE	OX14 4RX	60 JUBILEE AVENUE	MILTON PARK	GB		000000000	ADAPTIMMUNE LTD	20141001	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 06:35:00.0	0	0	tm238549d1_8k_htm.xml	1	
0001104659-23-028736	1750019	TCR2 THERAPEUTICS INC.	2836	US	MA	CAMBRIDGE	02142	100 BINNEY STREET		617-949-5200	US	MA	CAMBRIDGE	02142	100 BINNEY STREET		US	DE	474152751			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 06:38:00.0	0	0	tm238585d1_8k_htm.xml	1	
0001104659-23-028760	1630805	BABCOCK & WILCOX ENTERPRISES, INC.	3433	US	OH	AKRON	44305	1200 E. MARKET STREET, SUITE 650		3308606205	US	OH	AKRON	44305	1200 E. MARKET STREET, SUITE 650		US	DE	472783641			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 07:01:00.0	0	0	tm237917d1_8k_htm.xml	1	
0001104659-23-028766	1372299	OCUGEN, INC.	2836	US	PA	MALVERN	19355	11 GREAT VALLEY PARKWAY		484-328-4701	US	PA	MALVERN	19355	11 GREAT VALLEY PARKWAY		US	DE	000000000	HISTOGENICS CORP	20060810	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 07:16:00.0	0	0	tm238588d1_8k_htm.xml	1	
0001104659-23-028771	1824185	HH&L ACQUISITION CO.	8071	HK		CENTRAL	00000	C/O SAPPHIRE QI LI, ONE EXCHANGE SQUARE	8 CONNAUGHT PLACE SUITE 3508	852 6679 6578	HK		CENTRAL	00000	C/O SAPPHIRE QI LI, ONE EXCHANGE SQUARE	8 CONNAUGHT PLACE SUITE 3508			000000000			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 07:25:00.0	0	0	tm238219d3_8k_htm.xml	1	
0001104659-23-028794	1928446	GRANITE RIDGE RESOURCES, INC.	1311	US	TX	DALLAS	75205	5217 MCKINNEY AVENUE	SUITE 400	214-396-2850	US	TX	DALLAS	75205	5217 MCKINNEY AVENUE	SUITE 400	US	DE	000000000			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 08:00:00.0	0	0	tm238552d1_8k_htm.xml	1	
0001104659-23-028795	1040971	SL GREEN REALTY CORP	6798	US	NY	NEW YORK	10017	ONE VANDERBILT AVENUE		2125942700	US	NY	NEW YORK	10017	ONE VANDERBILT AVENUE		US	MD	133956775	SL GREEN OPERATING PARTNERSHIP, L.P.	20100526	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 08:00:00.0	0	0	tm238503d1_8k_htm.xml	2	1492869
0001104659-23-028798	1600438	GMS INC.	5030	US	GA	TUCKER	30084	100 CRESCENT CENTRE PARKWAY	SUITE 800	800-392-4619	US	GA	TUCKER	30084	100 CRESCENT CENTRE PARKWAY	SUITE 800	US	DE	000000000	GYP HOLDINGS I CORP.	20140218	1-LAF	0	0430	8-K	20230228			20230306	2023-03-06 08:06:00.0	0	0	tm238477d1_8k_htm.xml	1	
0001104659-23-028799	934549	ACACIA RESEARCH CORP	6794	US	NY	NEW YORK	10017	767 3RD AVENUE, 6TH FLOOR		332-236-8500	US	NY	NEW YORK	10017	767 3RD AVENUE, 6TH FLOOR		US	DE	954405754			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 08:07:00.0	0	0	tm238536d1_8k_htm.xml	1	
0001104659-23-028802	1503274	QUANTERIX CORP	3826	US	MA	BILLERICA	01821	900 MIDDLESEX TURNPIKE		617-301-9400	US	MA	BILLERICA	01821	900 MIDDLESEX TURNPIKE		US	DE	208957988			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 08:12:00.0	0	0	tm238429d1_8k_htm.xml	1	
0001104659-23-028821	1669779	CAMPING WORLD HOLDINGS, INC.	5500	US	IL	LINCOLNSHIRE	60048	250 PARKWAY DRIVE	SUITE 270	(847) 808-3000	US	IL	LINCOLNSHIRE	60048	250 PARKWAY DRIVE	SUITE 270	US	DE	811737145	CWGS, INC.	20160317	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 09:07:00.0	0	0	tm238600d1_8k_htm.xml	1	
0001104659-23-028849	38009	FORD MOTOR CREDIT CO LLC	6159	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		313-322-3000	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		US	DE	381612444	FORD MOTOR CREDIT CO	19920703	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 10:04:00.0	0	0	tm237958d3_8k_htm.xml	1	
0001104659-23-028961	1746109	BANK FIRST CORP	6021	US	WI	MANITOWOC	54220	402 NORTH EIGHTH STREET		920-652-3100	US	WI	MANITOWOC	54220	402 NORTH EIGHTH STREET		US	WI	391435359	BANK FIRST NATIONAL CORP	20180711	2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 15:28:00.0	0	0	tm238628d1_8k_htm.xml	1	
0001104659-23-028985	1762359	ACREAGE HOLDINGS, INC.	5900	US	NY	NEW YORK	10017	366 MADISON AVENUE, 14TH FLOOR		646-600-9181	US	NY	NEW YORK	10017	366 MADISON AVENUE, 14TH FLOOR		CA	BC	000000000			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 16:01:00.0	0	0	tm238627d1_8k_htm.xml	1	
0001104659-23-028988	1780201	LULU'S FASHION LOUNGE HOLDINGS, INC.	5961	US	CA	CHICO	95928	195 HUMBOLDT AVENUE		530-343-3545	US	CA	CHICO	95928	195 HUMBOLDT AVENUE		US	DE	208442468			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:03:00.0	0	0	tm238619d1_8k_htm.xml	1	
0001104659-23-028992	61398	TELLURIAN INC. /DE/	1311	US	TX	HOUSTON	77002	1201 LOUISIANA STREET	SUITE 3100	832-962-4000	US	TX	HOUSTON	77002	1201 LOUISIANA STREET	SUITE 3100	US	DE	060842255	MAGELLAN PETROLEUM CORP /DE/	19920703	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:05:00.0	0	0	tm238558d1_8k_htm.xml	1	
0001104659-23-028993	1393434	OCULAR THERAPEUTIX, INC	2834	US	MA	BEDFORD	01730	24 CROSBY DRIVE		781-895-3235	US	MA	BEDFORD	01730	24 CROSBY DRIVE		US	DE	000000000	I-THERAPEUTIX INC	20070315	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:05:00.0	0	0	tm238596d2_8k_htm.xml	1	
0001104659-23-028994	1856774	GAMES & ESPORTS EXPERIENCE ACQUISITION CORP.	6770	KY		GRAND CAYMAN	KY1-1104	PO BOX 309 UGLAND HOUSE		551-486-3150	KY		GRAND CAYMAN	KY1-1104	PO BOX 309 UGLAND HOUSE		KY		981592885			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:06:00.0	0	0	tm238629d1_8k_htm.xml	1	
0001104659-23-028995	72741	EVERSOURCE ENERGY	4911	US	MA	SPRINGFIELD	01104	300 CADWELL DRIVE		8606655000	US	CT	BERLIN	06037-1616	107 SELDEN ST		US	MA	042147929	NORTHEAST UTILITIES	20041201	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:06:00.0	0	0	tm238564d1_8k_htm.xml	1	
0001104659-23-029006	1346830	CARA THERAPEUTICS, INC.	2834	US	CT	STAMFORD	06902	4 STAMFORD PLAZA	107 ELM STREET 9TH FLOOR	203-406-3700	US	CT	STAMFORD	06902	4 STAMFORD PLAZA	107 ELM STREET 9TH FLOOR	US	DE	000000000	CARA THERAPEUTICS INC	20051213	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:10:00.0	0	0	tm238541d1_8k_htm.xml	1	
0001104659-23-029007	1130166	CYCLACEL PHARMACEUTICALS, INC.	2834	US	NJ	BERKELEY HEIGHTS	07922	200 CONNELL DRIVE	SUITE 1500	908-517-7330	US	NJ	BERKELEY HEIGHTS	07922	200 CONNELL DRIVE	SUITE 1500	US	DE	911766850	XCYTE THERAPIES INC	20001218	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:11:00.0	0	0	tm238618d1_8k_htm.xml	1	
0001104659-23-029014	51143	INTERNATIONAL BUSINESS MACHINES CORP	3570	US	NY	ARMONK	10504	1 NEW ORCHARD ROAD		9144991900	US	NY	ARMONK	10504	1 NEW ORCHARD RD		US	NY	130871985			1-LAF	0		DEF 14A				20230306	2023-03-06 16:17:00.0	0	0	tm231774d2_def14a_htm.xml	1	
0001104659-23-029015	1871638	BURTECH ACQUISITION CORP.	6770	US	MD	BETHESDA	20814	7770 NORFOLK AVE		2027908050	US	MD	BETHESDA	20814	7770 NORFOLK AVE		US	DE	000000000			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:17:00.0	0	0	tm238648d1_8k_htm.xml	1	
0001104659-23-029022	1710072	EDGEWISE THERAPEUTICS, INC.	2834	US	CO	BOULDER	80303	3415 COLORADO  AVE.		303-735-8373	US	CO	BOULDER	80303	3415 COLORADO  AVE.		US	DE	821725586			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:21:00.0	0	0	tm238572d1_8k_htm.xml	1	
0001104659-23-029037	1324404	CF INDUSTRIES HOLDINGS, INC.	2870	US	IL	DEERFIELD	60015	4 PARKWAY NORTH		(847) 405-2400	US	IL	DEERFIELD	60015	4 PARKWAY NORTH		US	DE	202697511			1-LAF	0		PRE 14A				20230306	2023-03-06 16:31:00.0	0	0	tm231975d2_pre14a_htm.xml	1	
